filename, fileSize [kb], RoIs, capture [ms], resize [ms], faceDetect [ms], writeToDisk[ms], encryption [ms]
50-image0091-640x480.jpg, 21687, 8, 55.7730197906, 36.7660522461, 1711.49802208, 131.294965744, 116.662979126
50-image0092-640x480.jpg, 21496, 8, 56.2500953674, 37.5869274139, 1709.66982841, 131.994962692, 116.816997528
50-image0093-640x480.jpg, 21229, 8, 55.6128025055, 36.5529060364, 1804.47888374, 131.017923355, 117.663860321
50-image0094-640x480.jpg, 20673, 8, 57.0211410522, 37.5740528107, 1726.15790367, 133.092880249, 114.9559021
50-image0095-640x480.jpg, 21588, 8, 55.7761192322, 36.6640090942, 1736.34696007, 131.503105164, 122.056007385
50-image0096-640x480.jpg, 21760, 8, 55.5939674377, 37.9371643066, 1827.70013809, 131.271123886, 122.65086174
50-image0097-640x480.jpg, 21294, 8, 55.6449890137, 36.609172821, 1716.48287773, 151.383161545, 121.679067612
50-image0098-640x480.jpg, 20599, 8, 55.5160045624, 37.6000404358, 2046.86188698, 153.115034103, 123.132944107
50-image0099-640x480.jpg, 21473, 8, 101.206064224, 36.5011692047, 1724.56216812, 130.968809128, 123.100996017
50-image0100-640x480.jpg, 21560, 8, 55.9570789337, 39.8190021515, 1778.05304527, 134.621143341, 121.367931366
50-image0101-640x480.jpg, 21380, 8, 58.4769248962, 36.7250442505, 1775.46596527, 131.446123123, 121.695995331
50-image0102-640x480.jpg, 20930, 8, 55.5980205536, 37.8420352936, 1714.43510056, 131.107091904, 128.851890564
50-image0103-640x480.jpg, 21622, 8, 61.3820552826, 36.5920066833, 1699.89299774, 131.240129471, 117.938041687
50-image0104-640x480.jpg, 21561, 8, 57.7430725098, 37.458896637, 1759.19508934, 135.578870773, 117.260932922
50-image0105-640x480.jpg, 21256, 8, 58.8800907135, 36.3919734955, 1822.07608223, 134.830951691, 124.05705452
50-image0106-640x480.jpg, 20852, 8, 57.6310157776, 37.5871658325, 1709.70606804, 131.39796257, 120.079040527
50-image0107-640x480.jpg, 21287, 8, 56.8001270294, 40.2410030365, 1736.52505875, 135.973930359, 121.625900269
50-image0108-640x480.jpg, 21393, 8, 55.6540489197, 46.364068985, 1747.77507782, 131.102085114, 121.55008316
50-image0109-640x480.jpg, 20925, 8, 55.7479858398, 36.495923996, 1722.70894051, 131.0338974, 181.423902512
50-image0110-640x480.jpg, 21364, 8, 55.7520389557, 37.9149913788, 1726.40705109, 131.60610199, 121.325969696
50-image0111-640x480.jpg, 21828, 8, 57.0120811462, 46.159029007, 1758.08691978, 133.605003357, 119.139909744
50-image0112-640x480.jpg, 21787, 8, 56.1518669128, 37.4999046326, 1782.72199631, 132.176876068, 124.819993973
50-image0113-640x480.jpg, 19955, 8, 58.413028717, 36.7708206177, 1838.84501457, 130.28216362, 116.56498909
50-image0114-640x480.jpg, 20688, 8, 55.5288791656, 37.7190113068, 1734.55190659, 130.84602356, 139.886856079
50-image0115-640x480.jpg, 21493, 8, 114.60185051, 87.3429775238, 1768.01300049, 131.610155106, 119.144916534
50-image0116-640x480.jpg, 21282, 8, 56.0309886932, 44.1529750824, 1865.24105072, 134.210109711, 122.483968735
50-image0117-640x480.jpg, 20999, 8, 55.5381774902, 36.7407798767, 1749.33505058, 130.940914154, 121.155977249
50-image0118-640x480.jpg, 20821, 8, 55.643081665, 37.5049114227, 1822.86596298, 132.843017578, 182.179927826
50-image0119-640x480.jpg, 21268, 8, 81.9320678711, 36.5641117096, 2662.1530056, 262.768030167, 237.962961197
50-image0120-640x480.jpg, 21573, 8, 105.973005295, 78.4521102905, 3582.34500885, 285.310983658, 232.943058014
50-image0121-640x480.jpg, 21254, 8, 117.90895462, 77.3499011993, 3537.45102882, 672.375917435, 251.27196312
50-image0122-640x480.jpg, 20429, 8, 106.851100922, 78.0129432678, 2559.705019, 132.299900055, 118.614912033
50-image0123-640x480.jpg, 21297, 8, 55.7770729065, 36.9529724121, 1767.89617538, 131.483078003, 117.930173874
50-image0124-640x480.jpg, 21497, 8, 55.7389259338, 37.4941825867, 1726.17387772, 131.628990173, 116.796016693
50-image0125-640x480.jpg, 20772, 8, 55.5210113525, 36.9291305542, 1729.60400581, 130.930900574, 114.494085312
50-image0126-640x480.jpg, 21295, 8, 55.5291175842, 37.467956543, 1779.41799164, 131.806850433, 119.97795105
50-image0127-640x480.jpg, 21267, 8, 57.8229427338, 36.9369983673, 1731.57000542, 132.60602951, 122.898817062
50-image0128-640x480.jpg, 20880, 8, 58.1080913544, 37.4419689178, 1989.92705345, 131.069898605, 118.093013763
50-image0129-640x480.jpg, 21133, 8, 55.5989742279, 37.0988845825, 1766.17002487, 131.175041199, 121.547937393
50-image0130-640x480.jpg, 20967, 8, 55.8829307556, 37.3449325562, 1780.38883209, 135.963916779, 116.254806519
50-image0131-640x480.jpg, 21748, 8, 55.5930137634, 36.6630554199, 1718.72401237, 131.720066071, 121.014118195
50-image0132-640x480.jpg, 21451, 8, 55.6690692902, 37.7159118652, 1762.1281147, 131.416797638, 120.586872101
50-image0133-640x480.jpg, 20551, 8, 55.6311607361, 37.0180606842, 1737.75100708, 130.747079849, 114.44401741
50-image0134-640x480.jpg, 21126, 8, 56.0209751129, 37.9230976105, 1725.6000042, 131.315946579, 119.291067123
50-image0135-640x480.jpg, 21705, 8, 57.5578212738, 36.5879535675, 2590.62004089, 142.087936401, 117.24281311
50-image0136-640x480.jpg, 21792, 8, 57.345867157, 37.437915802, 1713.40990067, 132.919073105, 117.253065109
50-image0137-640x480.jpg, 21098, 8, 55.755853653, 36.563873291, 1729.94804382, 131.1211586, 116.052865982
50-image0138-640x480.jpg, 20770, 8, 55.75299263, 37.4531745911, 1728.84893417, 130.946874619, 115.480184555
50-image0139-640x480.jpg, 21678, 8, 55.6659698486, 36.6110801697, 1760.59103012, 131.428956985, 121.057987213
50-image0140-640x480.jpg, 21745, 8, 56.1378002167, 37.3201370239, 1729.62808609, 132.58099556, 120.337963104
50-image0141-640x480.jpg, 20649, 8, 55.4358959198, 39.1499996185, 2075.51789284, 282.147884369, 222.314834595
50-image0142-640x480.jpg, 21069, 8, 103.042840958, 74.0129947662, 3511.40189171, 276.89409256, 222.775936127
50-image0143-640x480.jpg, 21796, 8, 107.265233994, 76.8661499023, 3301.28192902, 269.940853119, 229.062080383
50-image0144-640x480.jpg, 21831, 8, 117.40899086, 88.5689258575, 2742.6199913, 131.829023361, 122.256040573
50-image0145-640x480.jpg, 20942, 8, 55.4840564728, 46.6499328613, 1757.70306587, 131.203889847, 119.082212448
50-image0146-640x480.jpg, 21302, 8, 55.8159351349, 37.6968383789, 1711.78197861, 133.328914642, 119.025945663
50-image0147-640x480.jpg, 21705, 8, 55.5880069733, 36.6160869598, 1708.95695686, 131.881952286, 120.496034622
50-image0148-640x480.jpg, 21819, 8, 55.6099414825, 50.369977951, 2065.63305855, 132.174968719, 122.148036957
50-image0149-640x480.jpg, 21418, 8, 55.4041862488, 46.3409423828, 1740.07987976, 132.984161377, 116.189956665
50-image0150-640x480.jpg, 20917, 8, 56.1509132385, 37.6000404358, 1717.54002571, 133.422136307, 134.328842163
50-image0151-640x480.jpg, 21734, 8, 56.165933609, 36.7839336395, 1811.49411201, 131.060838699, 121.843099594
50-image0152-640x480.jpg, 21619, 8, 55.8910369873, 47.2779273987, 1725.4550457, 131.319046021, 122.428894043
50-image0153-640x480.jpg, 20889, 8, 56.1511516571, 36.5002155304, 1718.64700317, 131.04391098, 118.394851685
50-image0154-640x480.jpg, 21451, 8, 57.3780536652, 37.9018783569, 1966.94803238, 276.535987854, 163.57588768
50-image0155-640x480.jpg, 21852, 8, 55.9141635895, 36.4270210266, 1779.1800499, 131.558895111, 120.357036591
50-image0156-640x480.jpg, 21626, 8, 55.5901527405, 48.7449169159, 1708.2490921, 141.149997711, 166.162014008
50-image0157-640x480.jpg, 21346, 8, 71.5510845184, 36.5569591522, 1705.50179482, 131.878137589, 117.67911911
50-image0158-640x480.jpg, 21004, 8, 55.6919574738, 37.563085556, 1762.74299622, 133.666992188, 118.639945984
50-image0159-640x480.jpg, 21600, 8, 55.7289123535, 36.600112915, 1846.32396698, 132.220983505, 122.577905655
50-image0160-640x480.jpg, 21596, 8, 56.8089485168, 38.9769077301, 1798.15793037, 163.316965103, 121.237039566
50-image0161-640x480.jpg, 21061, 8, 61.3560676575, 36.7028713226, 2017.05598831, 131.019830704, 129.129886627
50-image0162-640x480.jpg, 20758, 8, 63.138961792, 37.4889373779, 1713.16003799, 130.921125412, 116.307973862
50-image0163-640x480.jpg, 21651, 8, 55.7501316071, 36.4918708801, 1712.46099472, 131.536006927, 119.050979614
50-image0164-640x480.jpg, 21710, 8, 55.7548999786, 37.3311042786, 1740.77010155, 131.489992142, 122.72310257
50-image0165-640x480.jpg, 21377, 8, 61.5358352661, 36.7679595947, 1810.56189537, 131.278991699, 119.471073151
50-image0166-640x480.jpg, 20775, 8, 55.7689666748, 44.3289279938, 2488.90900612, 274.900913239, 229.371070862
50-image0167-640x480.jpg, 21595, 8, 105.528831482, 66.5619373322, 3481.48989677, 285.176992416, 123.68106842
50-image0168-640x480.jpg, 21948, 8, 59.7319602966, 37.4350547791, 1734.65514183, 131.543159485, 124.216079712
50-image0169-640x480.jpg, 20923, 8, 55.6471347809, 36.5271568298, 2065.45090675, 131.362915039, 120.605945587
50-image0170-640x480.jpg, 21454, 8, 58.1600666046, 37.605047226, 1809.73315239, 131.294965744, 121.195793152
50-image0171-640x480.jpg, 21537, 8, 55.7539463043, 44.4650650024, 1845.51692009, 133.481025696, 122.359991074
50-image0172-640x480.jpg, 21070, 8, 56.7400455475, 37.6188755035, 1782.20701218, 156.566143036, 143.469810486
50-image0173-640x480.jpg, 21181, 8, 65.3960704803, 44.9559688568, 1746.51694298, 132.098913193, 117.857933044
50-image0174-640x480.jpg, 20934, 8, 55.7670593262, 37.8460884094, 1823.4128952, 131.000995636, 119.307041168
50-image0175-640x480.jpg, 21393, 8, 57.336807251, 36.7138385773, 1795.13192177, 132.725000381, 117.195129395
50-image0176-640x480.jpg, 21363, 8, 55.8459758759, 37.4131202698, 1751.19900703, 131.349086761, 121.283054352
50-image0177-640x480.jpg, 21208, 8, 60.7008934021, 36.6339683533, 1744.77887154, 136.53922081, 117.164850235
50-image0178-640x480.jpg, 21051, 8, 55.8280944824, 43.2260036469, 1769.21510696, 136.152029037, 120.15914917
50-image0179-640x480.jpg, 21728, 8, 56.5268993378, 36.8120670319, 1738.83700371, 131.970882416, 124.040842056
50-image0180-640x480.jpg, 21548, 8, 56.9291114807, 37.8811359406, 1711.00902557, 132.544994354, 121.36888504
50-image0181-640x480.jpg, 21190, 8, 55.7539463043, 36.5779399872, 1751.32703781, 131.223917007, 121.659040451
50-image0182-640x480.jpg, 20988, 8, 56.9100379944, 44.2600250244, 1836.60912514, 131.582975388, 116.96100235
50-image0183-640x480.jpg, 21648, 8, 55.7990074158, 36.5738868713, 1736.38391495, 133.451938629, 125.437021255
50-image0184-640x480.jpg, 21614, 8, 57.3799610138, 37.8108024597, 2059.41200256, 319.209814072, 218.705892563
50-image0185-640x480.jpg, 20939, 8, 55.979013443, 37.2409820557, 1718.06287766, 130.915880203, 122.111082077
50-image0186-640x480.jpg, 20682, 8, 57.2428703308, 37.4238491058, 1711.90190315, 132.292985916, 110.73589325
50-image0187-640x480.jpg, 21708, 8, 62.41106987, 86.4272117615, 2064.65601921, 133.469104767, 117.691993713
50-image0188-640x480.jpg, 21761, 8, 55.7980537415, 37.7168655396, 1773.67901802, 135.677814484, 123.575925827
50-image0189-640x480.jpg, 20505, 8, 58.2628250122, 36.5178585052, 1768.16797256, 130.546092987, 122.564077377
50-image0190-640x480.jpg, 20404, 8, 57.1219921112, 37.7831459045, 2038.52987289, 134.504795074, 115.777015686
50-image0191-640x480.jpg, 21174, 8, 55.7470321655, 36.9591712952, 1820.29604912, 131.42991066, 115.971088409
50-image0192-640x480.jpg, 21525, 8, 55.5770397186, 37.3568534851, 1720.49617767, 162.081003189, 120.050907135
50-image0193-640x480.jpg, 20910, 8, 55.7980537415, 66.9250488281, 2299.9920845, 131.071090698, 116.971969604
50-image0194-640x480.jpg, 20618, 8, 57.235956192, 37.2619628906, 1820.12581825, 152.690887451, 116.178035736
50-image0195-640x480.jpg, 21311, 8, 56.6809177399, 36.5979671478, 1746.10304832, 131.048202515, 120.138883591
50-image0196-640x480.jpg, 21534, 8, 98.2320308685, 47.3301410675, 1718.15800667, 135.416030884, 122.868061066
50-image0197-640x480.jpg, 20893, 8, 56.0619831085, 36.7817878723, 2272.66407013, 219.798088074, 120.712995529
50-image0198-640x480.jpg, 20852, 8, 57.3019981384, 37.6269817352, 1716.22610092, 132.834196091, 118.484020233
50-image0199-640x480.jpg, 21279, 8, 55.7770729065, 36.4260673523, 1697.86310196, 155.662059784, 120.158910751
50-image0200-640x480.jpg, 21176, 8, 55.8941364288, 37.4779701233, 1692.15798378, 131.712913513, 119.949102402
50-image0201-640x480.jpg, 20990, 8, 55.6840896606, 36.5340709686, 1715.75593948, 131.125926971, 119.432926178
50-image0202-640x480.jpg, 20545, 8, 57.9950809479, 37.5199317932, 1761.50918007, 140.732049942, 120.094060898
50-image0203-640x480.jpg, 21097, 8, 72.9298591614, 38.8789176941, 1757.78007507, 131.503820419, 120.954036713
50-image0204-640x480.jpg, 21084, 8, 55.7010173798, 37.4789237976, 1696.97785378, 133.201122284, 119.639873505
50-image0205-640x480.jpg, 20841, 8, 55.6969642639, 36.9491577148, 1765.74492455, 131.231069565, 116.873979568
50-image0206-640x480.jpg, 20888, 8, 56.9889545441, 37.7399921417, 1698.96888733, 131.969928741, 118.505001068
50-image0207-640x480.jpg, 22431, 8, 56.0441017151, 36.5931987762, 1687.26205826, 235.672950745, 225.327014923
50-image0208-640x480.jpg, 22327, 8, 91.726064682, 37.6889705658, 1702.54921913, 133.692026138, 122.004985809
50-image0209-640x480.jpg, 21759, 8, 57.070016861, 37.0728969574, 1678.91311646, 131.834030151, 119.40908432
50-image0210-640x480.jpg, 21358, 8, 67.3789978027, 37.3299121857, 1711.44413948, 131.518125534, 115.303039551
50-image0211-640x480.jpg, 22098, 8, 55.7019710541, 36.6580486298, 1687.9029274, 131.911039352, 117.933988571
50-image0212-640x480.jpg, 22447, 8, 56.4198493958, 37.6551151276, 1685.25600433, 132.365942001, 123.013019562
50-image0213-640x480.jpg, 21195, 8, 55.8249950409, 36.8630886078, 1711.85994148, 131.30903244, 119.343042374
50-image0214-640x480.jpg, 21662, 8, 55.5160045624, 37.5170707703, 1716.88079834, 133.172035217, 121.13904953
50-image0215-640x480.jpg, 21959, 8, 56.6561222076, 36.6401672363, 1995.87607384, 132.052183151, 120.584011078
50-image0216-640x480.jpg, 22166, 8, 56.0200214386, 37.3570919037, 1725.37994385, 132.109880447, 122.485876083
50-image0217-640x480.jpg, 21658, 8, 55.7301044464, 38.1479263306, 1782.20891953, 134.358882904, 121.710062027
50-image0218-640x480.jpg, 21693, 8, 56.0398101807, 37.8818511963, 1699.60594177, 133.347988129, 117.079019547
50-image0219-640x480.jpg, 22168, 8, 55.7930469513, 36.8528366089, 1691.10894203, 132.108926773, 118.006944656
50-image0220-640x480.jpg, 21923, 8, 57.0597648621, 37.5669002533, 1718.20116043, 134.203910828, 123.689174652
50-image0221-640x480.jpg, 21305, 8, 55.6468963623, 36.7388725281, 1730.13401031, 131.463050842, 119.123935699
50-image0222-640x480.jpg, 21527, 8, 55.7589530945, 37.4450683594, 1704.16903496, 155.85899353, 143.496990204
50-image0223-640x480.jpg, 21774, 8, 55.9787750244, 36.7059707642, 1798.37107658, 132.994890213, 120.606899261
50-image0224-640x480.jpg, 21060, 8, 55.7279586792, 37.5981330872, 1700.90913773, 131.558895111, 119.525909424
50-image0225-640x480.jpg, 20898, 8, 55.8211803436, 36.6060733795, 1697.22485542, 131.397008896, 113.44408989
50-image0226-640x480.jpg, 21644, 8, 57.2078227997, 37.4150276184, 1702.05402374, 130.992889404, 118.807077408
50-image0227-640x480.jpg, 22113, 8, 58.1021308899, 36.6520881653, 1684.59296227, 134.184122086, 121.590137482
50-image0228-640x480.jpg, 21847, 8, 55.9921264648, 39.9580001831, 1942.61288643, 133.545160294, 122.132062912
50-image0229-640x480.jpg, 21626, 8, 56.8058490753, 36.5378856659, 1717.51213074, 131.31403923, 119.719028473
50-image0230-640x480.jpg, 21685, 8, 55.7680130005, 37.7330780029, 1708.32514763, 131.88290596, 120.756864548
50-image0231-640x480.jpg, 22051, 8, 56.3089847565, 36.4389419556, 1774.89304543, 132.256984711, 125.462055206
50-image0232-640x480.jpg, 22114, 8, 55.9561252594, 66.9009685516, 1791.31698608, 134.52911377, 125.78701973
50-image0233-640x480.jpg, 20432, 8, 55.7460784912, 36.5169048309, 1749.10593033, 131.278991699, 115.481138229
