filename, fileSize [kb], RoIs, capture [ms], resize [ms], faceDetect [ms], writeToDisk[ms], encryption [ms]
50-image0234-640x480.jpg, 20958, 8, 56.8888187408, 37.4240875244, 1708.58287811, 131.730079651, 116.738080978
50-image0235-640x480.jpg, 21194, 8, 56.4370155334, 36.5040302277, 1705.30700684, 130.717039108, 117.783784866
50-image0236-640x480.jpg, 21849, 8, 58.5811138153, 37.269115448, 1766.33691788, 131.44493103, 117.980957031
50-image0237-640x480.jpg, 20535, 8, 55.7181835175, 38.4089946747, 1707.76581764, 130.699872971, 114.6941185
50-image0238-640x480.jpg, 21238, 8, 57.687997818, 37.4059677124, 1702.64005661, 132.928133011, 117.099046707
50-image0239-640x480.jpg, 21542, 8, 55.8149814606, 36.6380214691, 1673.80404472, 133.143901825, 119.465112686
50-image0240-640x480.jpg, 21817, 8, 56.0619831085, 37.8007888794, 1719.7740078, 131.803035736, 120.640993118
50-image0241-640x480.jpg, 21430, 8, 55.7079315186, 36.8950366974, 1857.63883591, 161.516904831, 171.421051025
50-image0242-640x480.jpg, 20583, 8, 55.6910037994, 37.4720096588, 1771.1520195, 131.153821945, 118.470907211
50-image0243-640x480.jpg, 21517, 8, 55.8619499207, 36.8349552155, 1781.78811073, 163.022994995, 120.956897736
50-image0244-640x480.jpg, 21806, 8, 55.8919906616, 49.9081611633, 1705.27482033, 131.688833237, 116.116046906
50-image0245-640x480.jpg, 21189, 8, 55.2871227264, 36.8731021881, 1721.21882439, 131.435871124, 114.762067795
50-image0246-640x480.jpg, 21017, 8, 55.4611682892, 47.6710796356, 1746.18506432, 130.944013596, 115.925073624
50-image0247-640x480.jpg, 21651, 8, 56.0388565063, 38.5401248932, 1769.50407028, 161.89289093, 117.212057114
50-image0248-640x480.jpg, 21695, 8, 58.4981441498, 67.1248435974, 1781.9788456, 131.680011749, 120.498895645
50-image0249-640x480.jpg, 21191, 8, 55.7370185852, 44.3160533905, 1703.01389694, 131.614923477, 116.405963898
50-image0250-640x480.jpg, 21578, 8, 55.7079315186, 37.7051830292, 1696.45190239, 131.47187233, 116.171121597
50-image0251-640x480.jpg, 21945, 8, 55.988073349, 36.4718437195, 1738.41905594, 131.582975388, 120.362043381
50-image0252-640x480.jpg, 21662, 8, 58.7730407715, 37.6441478729, 1689.70417976, 131.808996201, 120.329141617
50-image0253-640x480.jpg, 21446, 8, 55.7429790497, 36.810874939, 1732.33914375, 152.87899971, 117.840051651
50-image0254-640x480.jpg, 21254, 8, 57.4359893799, 37.4820232391, 1710.20293236, 133.47196579, 119.984149933
50-image0255-640x480.jpg, 21873, 8, 55.9520721436, 62.8790855408, 2049.69906807, 148.17404747, 129.016876221
50-image0256-640x480.jpg, 21642, 8, 55.8559894562, 37.7161502838, 1760.63704491, 131.279945374, 134.614944458
50-image0257-640x480.jpg, 21207, 8, 55.9749603271, 36.5610122681, 1756.48117065, 131.775140762, 115.041017532
50-image0258-640x480.jpg, 20764, 8, 55.8059215546, 37.2660160065, 1717.70000458, 130.904912949, 114.902973175
50-image0259-640x480.jpg, 21823, 8, 57.816028595, 37.0180606842, 1771.00682259, 131.500959396, 137.320041656
50-image0260-640x480.jpg, 21936, 8, 55.9968948364, 37.5049114227, 1992.5429821, 137.939929962, 119.132995605
50-image0261-640x480.jpg, 21531, 8, 55.6070804596, 36.7460250854, 1778.66196632, 131.33597374, 120.995044708
50-image0262-640x480.jpg, 21405, 8, 57.6739311218, 40.9979820251, 1705.32083511, 134.80091095, 117.547035217
50-image0263-640x480.jpg, 21880, 8, 59.8621368408, 40.8818721771, 1692.06309319, 131.749153137, 120.234966278
50-image0264-640x480.jpg, 21663, 8, 57.9941272736, 37.7631187439, 1750.45490265, 133.253097534, 116.906166077
50-image0265-640x480.jpg, 21755, 8, 55.6108951569, 36.6220474243, 1687.98494339, 131.78896904, 119.789838791
50-image0266-640x480.jpg, 21672, 8, 56.116104126, 37.5230312347, 1698.0779171, 132.04407692, 119.470834732
50-image0267-640x480.jpg, 22079, 8, 55.9928417206, 36.6671085358, 1742.76590347, 132.003068924, 123.708963394
50-image0268-640x480.jpg, 21929, 8, 57.3759078979, 50.2300262451, 1719.16699409, 131.860971451, 121.564149857
50-image0269-640x480.jpg, 21535, 8, 59.2761039734, 36.8790626526, 1690.73796272, 131.836891174, 118.396043777
50-image0270-640x480.jpg, 20396, 8, 55.6600093842, 37.4190807343, 1767.01498032, 141.321897507, 153.390884399
50-image0271-640x480.jpg, 20961, 8, 56.0910701752, 44.0368652344, 1749.98521805, 131.602048874, 118.384838104
50-image0272-640x480.jpg, 22154, 8, 56.1101436615, 37.6491546631, 1657.69600868, 137.634038925, 118.501901627
50-image0273-640x480.jpg, 20700, 8, 56.636095047, 36.8490219116, 1777.16207504, 135.693073273, 122.825860977
50-image0274-640x480.jpg, 21411, 8, 55.9220314026, 37.663936615, 1731.64510727, 153.784036636, 116.291046143
50-image0275-640x480.jpg, 21054, 8, 55.8259487152, 36.4909172058, 1724.81203079, 131.411075592, 116.191148758
50-image0276-640x480.jpg, 20860, 8, 60.8620643616, 42.2611236572, 1895.73287964, 130.948066711, 116.656064987
50-image0277-640x480.jpg, 20663, 8, 55.652141571, 36.7732048035, 1699.50199127, 130.897045135, 119.861125946
50-image0278-640x480.jpg, 20211, 8, 55.9530258179, 39.293050766, 1745.19395828, 131.176948547, 120.180845261
50-image0279-640x480.jpg, 21301, 8, 55.7689666748, 46.3860034943, 1745.26309967, 133.414030075, 118.034124374
50-image0280-640x480.jpg, 21317, 8, 55.4668903351, 37.4410152435, 1943.15099716, 131.364822388, 119.001150131
50-image0281-640x480.jpg, 20378, 8, 55.508852005, 53.633928299, 1786.57889366, 133.801937103, 117.486000061
50-image0282-640x480.jpg, 20922, 8, 55.6600093842, 37.4941825867, 1756.17003441, 133.074045181, 132.241010666
50-image0283-640x480.jpg, 21182, 8, 56.3840866089, 66.8609142303, 1827.60715485, 131.246089935, 118.288040161
50-image0284-640x480.jpg, 21338, 8, 55.7758808136, 37.4009609222, 1674.78108406, 131.413936615, 118.517875671
50-image0285-640x480.jpg, 20484, 8, 55.8400154114, 36.6530418396, 1718.5280323, 131.194114685, 117.640972137
50-image0286-640x480.jpg, 20873, 8, 56.4711093903, 37.7449989319, 1922.04999924, 132.557153702, 114.361047745
50-image0287-640x480.jpg, 21329, 8, 59.9689483643, 39.5658016205, 1760.15496254, 134.358882904, 120.131015778
50-image0288-640x480.jpg, 21219, 8, 55.9821128845, 37.7960205078, 1768.26286316, 131.378889084, 116.130113602
50-image0289-640x480.jpg, 20863, 8, 59.1940879822, 36.5750789642, 1665.88711739, 133.477926254, 118.069887161
50-image0290-640x480.jpg, 20326, 8, 55.7918548584, 37.8618240356, 1648.63014221, 131.106138229, 113.375902176
50-image0291-640x480.jpg, 20673, 8, 57.7878952026, 38.2509231567, 1675.3320694, 131.761074066, 120.026826859
50-image0292-640x480.jpg, 21099, 8, 55.6437969208, 37.8081798553, 1699.07903671, 131.454944611, 118.084907532
50-image0293-640x480.jpg, 20872, 8, 59.9720478058, 51.6450405121, 1767.41218567, 132.340192795, 118.551015854
50-image0294-640x480.jpg, 21308, 8, 56.4250946045, 59.3299865723, 1799.98397827, 131.328821182, 119.343042374
50-image0295-640x480.jpg, 21041, 8, 55.8128356934, 36.8709564209, 1676.13697052, 131.110906601, 118.809938431
50-image0296-640x480.jpg, 20965, 8, 55.8490753174, 37.4250411987, 1653.43689919, 131.921052933, 139.28604126
50-image0297-640x480.jpg, 20461, 8, 55.6788444519, 36.4801883698, 1663.95688057, 131.100893021, 116.514205933
50-image0298-640x480.jpg, 20576, 8, 57.3930740356, 37.3950004578, 1656.8338871, 131.391048431, 119.292974472
50-image0299-640x480.jpg, 21451, 8, 56.4358234406, 36.731004715, 1937.78705597, 131.662845612, 117.593050003
50-image0300-640x480.jpg, 21345, 8, 55.743932724, 37.7359390259, 1739.58587646, 132.286071777, 116.405010223
50-image0301-640x480.jpg, 21191, 8, 58.7341785431, 36.71002388, 1652.30703354, 132.038831711, 115.513801575
50-image0302-640x480.jpg, 21289, 8, 55.6178092957, 37.535905838, 1636.0669136, 132.20000267, 116.221904755
50-image0303-640x480.jpg, 21703, 8, 55.8009147644, 36.6849899292, 1620.8178997, 131.637811661, 112.642049789
50-image0304-640x480.jpg, 21711, 8, 55.4249286652, 49.7679710388, 1690.928936, 132.107973099, 116.410017014
50-image0305-640x480.jpg, 20551, 8, 55.6330680847, 46.3900566101, 1671.37908936, 131.495952606, 115.131855011
50-image0306-640x480.jpg, 21032, 8, 56.0500621796, 37.6391410828, 1656.93998337, 131.998062134, 116.019964218
50-image0307-640x480.jpg, 21498, 8, 56.4351081848, 58.9129924774, 1639.52612877, 132.216930389, 120.77498436
50-image0308-640x480.jpg, 21571, 8, 55.7818412781, 37.7750396729, 1732.9351902, 137.502908707, 116.857767105
50-image0309-640x480.jpg, 21188, 8, 57.5399398804, 36.9200706482, 1675.02212524, 131.978034973, 118.461847305
50-image0310-640x480.jpg, 20599, 8, 55.6819438934, 37.581205368, 1699.48506355, 134.253025055, 117.630958557
50-image0311-640x480.jpg, 21609, 8, 55.7661056519, 36.6389751434, 1672.48296738, 132.14302063, 121.57702446
50-image0312-640x480.jpg, 22892, 8, 55.5081367493, 37.6229286194, 1684.59892273, 136.022090912, 120.943784714
50-image0313-640x480.jpg, 21172, 8, 55.9899806976, 46.7081069946, 1708.20093155, 132.004022598, 117.326974869
50-image0314-640x480.jpg, 21460, 8, 55.6788444519, 38.097858429, 1708.48202705, 135.189056396, 119.888067245
50-image0315-640x480.jpg, 22951, 8, 56.2419891357, 39.8452281952, 1674.9830246, 136.807918549, 129.100084305
50-image0316-640x480.jpg, 23298, 8, 58.2010746002, 37.2459888458, 1721.89807892, 133.535146713, 121.683120728
50-image0317-640x480.jpg, 21784, 8, 55.6318759918, 36.9138717651, 1736.48881912, 131.827831268, 126.617908478
50-image0318-640x480.jpg, 22385, 8, 61.4149570465, 39.7689342499, 1729.63500023, 133.055925369, 121.486902237
50-image0319-640x480.jpg, 22043, 8, 57.0981502533, 36.5438461304, 1713.90509605, 132.247924805, 120.177030563
50-image0320-640x480.jpg, 22075, 8, 55.7940006256, 39.0927791595, 1726.60303116, 131.920814514, 119.199037552
50-image0321-640x480.jpg, 21628, 8, 56.0390949249, 36.6721153259, 1724.85685349, 133.699893951, 118.969917297
50-image0322-640x480.jpg, 22267, 8, 55.682182312, 37.5289916992, 1705.91211319, 131.958007812, 115.854978561
50-image0323-640x480.jpg, 23091, 8, 55.773973465, 36.4890098572, 1716.2668705, 132.599830627, 120.230913162
50-image0324-640x480.jpg, 23199, 8, 56.1301708221, 38.731098175, 1688.91501427, 132.783889771, 123.298168182
50-image0325-640x480.jpg, 22822, 8, 55.6659698486, 36.6830825806, 1684.30519104, 132.661104202, 118.510007858
50-image0326-640x480.jpg, 22887, 8, 55.9589862823, 37.5111103058, 1696.61998749, 132.408857346, 123.794078827
50-image0327-640x480.jpg, 23219, 8, 57.1038722992, 45.5241203308, 1676.68700218, 134.637832642, 122.502803802
50-image0328-640x480.jpg, 22578, 8, 55.7589530945, 37.4858379364, 1679.0099144, 132.192850113, 122.619152069
50-image0329-640x480.jpg, 22550, 8, 55.8350086212, 36.6370677948, 1697.80015945, 132.318019867, 118.741989136
50-image0330-640x480.jpg, 21706, 8, 55.5689334869, 37.4917984009, 1697.75295258, 132.431983948, 119.328975677
50-image0331-640x480.jpg, 23314, 8, 55.8071136475, 36.504983902, 1695.80101967, 132.904052734, 123.435020447
50-image0332-640x480.jpg, 22521, 8, 55.5620193481, 37.6110076904, 1743.6041832, 132.112026215, 119.117975235
50-image0333-640x480.jpg, 22580, 8, 57.2400093079, 36.6189479828, 1690.47904015, 135.607004166, 121.505022049
50-image0334-640x480.jpg, 22122, 8, 55.6700229645, 39.7889614105, 1758.1551075, 131.657123566, 118.282794952
50-image0335-640x480.jpg, 22192, 8, 55.9899806976, 36.8402004242, 1701.94602013, 132.520914078, 118.720054626
50-image0336-640x480.jpg, 23008, 8, 55.732011795, 37.8561019897, 1684.56792831, 133.126020432, 119.765996933
50-image0337-640x480.jpg, 22811, 8, 55.7310581207, 36.6470813751, 1681.68497086, 132.538080215, 119.262933731
50-image0338-640x480.jpg, 21918, 8, 55.5438995361, 46.4909076691, 1713.07706833, 132.088184357, 117.584943771
50-image0339-640x480.jpg, 22861, 8, 57.7418804169, 36.6010665894, 1655.94005585, 132.694005966, 124.438047409
50-image0340-640x480.jpg, 23005, 8, 56.7631721497, 37.5039577484, 1661.49902344, 134.104013443, 121.531009674
50-image0341-640x480.jpg, 22832, 8, 55.3860664368, 36.8890762329, 1726.25207901, 132.863998413, 119.62389946
50-image0342-640x480.jpg, 22215, 8, 55.7420253754, 37.5349521637, 1715.15607834, 132.604122162, 118.721008301
50-image0343-640x480.jpg, 22463, 8, 55.7770729065, 36.7269515991, 1680.07302284, 132.259845734, 120.03493309
50-image0344-640x480.jpg, 22612, 8, 55.8400154114, 37.7740859985, 1763.96894455, 132.319927216, 118.245840073
50-image0345-640x480.jpg, 22904, 8, 57.8689575195, 36.5958213806, 1741.54186249, 132.078886032, 123.511075974
50-image0346-640x480.jpg, 22332, 8, 55.8099746704, 37.9350185394, 1672.04093933, 133.86297226, 119.840145111
50-image0347-640x480.jpg, 22998, 8, 58.3951473236, 36.5681648254, 1647.21393585, 132.532119751, 123.347997665
50-image0348-640x480.jpg, 22883, 8, 55.6719303131, 37.5499725342, 1666.71514511, 132.954835892, 121.079921722
50-image0349-640x480.jpg, 22330, 8, 55.3910732269, 45.5629825592, 1698.55117798, 131.922006607, 119.838953018
50-image0350-640x480.jpg, 21939, 8, 55.8218955994, 37.8720760345, 1678.59911919, 140.502214432, 118.438005447
50-image0351-640x480.jpg, 23042, 8, 56.2789440155, 36.8790626526, 1646.30007744, 132.558107376, 121.561050415
50-image0352-640x480.jpg, 22874, 8, 55.7498931885, 37.416934967, 1650.11286736, 132.889986038, 121.111869812
50-image0353-640x480.jpg, 21512, 8, 58.4721565247, 36.7360115051, 1690.97495079, 154.656171799, 118.889093399
50-image0354-640x480.jpg, 21476, 8, 55.634021759, 37.5311374664, 1632.98201561, 133.259057999, 115.307092667
50-image0355-640x480.jpg, 21740, 8, 56.1130046844, 36.5078449249, 1704.93412018, 152.438879013, 116.707086563
50-image0356-640x480.jpg, 21663, 8, 56.0550689697, 37.477016449, 1719.39992905, 131.559848785, 118.738889694
50-image0357-640x480.jpg, 21164, 8, 55.5500984192, 36.9238853455, 1657.49192238, 191.756010056, 116.475820541
50-image0358-640x480.jpg, 21513, 8, 56.2431812286, 37.5299453735, 1647.72582054, 131.654024124, 118.680953979
50-image0359-640x480.jpg, 22519, 8, 56.2961101532, 36.633014679, 1664.8850441, 132.344961166, 123.120069504
50-image0360-640x480.jpg, 22265, 8, 57.3060512543, 37.6880168915, 1808.73608589, 134.028911591, 119.518995285
50-image0361-640x480.jpg, 22000, 8, 56.37383461, 36.6640090942, 1723.09088707, 131.936073303, 115.700006485
50-image0362-640x480.jpg, 22346, 8, 55.6669235229, 37.495136261, 1772.79496193, 134.712219238, 117.951154709
50-image0363-640x480.jpg, 21559, 8, 56.0219287872, 36.6830825806, 2955.6620121, 131.602048874, 118.802070618
50-image0364-640x480.jpg, 21477, 8, 55.6809902191, 37.6489162445, 1690.71602821, 133.110046387, 122.925043106
50-image0365-640x480.jpg, 21144, 8, 55.4759502411, 41.3548946381, 1610.42118073, 134.194135666, 116.727828979
50-image0366-640x480.jpg, 20702, 8, 58.1920146942, 37.5189781189, 1642.79413223, 134.366035461, 144.487857819
50-image0367-640x480.jpg, 21344, 8, 116.792917252, 66.7929649353, 2776.84092522, 132.068872452, 119.729995728
50-image0368-640x480.jpg, 21259, 8, 56.4560890198, 37.4248027802, 1683.15887451, 131.903886795, 119.069099426
50-image0369-640x480.jpg, 21290, 8, 57.205915451, 36.8149280548, 1681.73980713, 131.259918213, 122.997045517
50-image0370-640x480.jpg, 21050, 8, 55.8800697327, 46.4389324188, 1655.19595146, 133.291006088, 117.99788475
50-image0371-640x480.jpg, 21472, 8, 57.1479797363, 36.6570949554, 1665.31586647, 131.628990173, 116.883039474
50-image0372-640x480.jpg, 21337, 8, 55.7208061218, 37.7190113068, 1675.51803589, 131.889104843, 210.734128952
50-image0373-640x480.jpg, 20746, 8, 55.9129714966, 48.3169555664, 1852.15878487, 131.53386116, 114.367961884
50-image0374-640x480.jpg, 22046, 8, 55.8569431305, 65.3028488159, 1708.36997032, 131.88290596, 121.883869171
50-image0375-640x480.jpg, 22409, 8, 56.1919212341, 36.7119312286, 1854.52008247, 275.555849075, 235.726118088
50-image0376-640x480.jpg, 22208, 8, 116.446018219, 67.6319599152, 3398.90694618, 132.762908936, 118.340969086
50-image0377-640x480.jpg, 21451, 8, 55.6478500366, 36.7081165314, 1670.18294334, 131.725072861, 120.418071747
50-image0378-640x480.jpg, 21042, 8, 55.7548999786, 43.9050197601, 1653.73110771, 131.28900528, 110.730171204
50-image0379-640x480.jpg, 21844, 8, 57.9459667206, 45.5582141876, 1694.75603104, 131.573200226, 116.870164871
50-image0380-640x480.jpg, 22074, 8, 55.6271076202, 37.3978614807, 1658.08486938, 132.171869278, 122.975826263
50-image0381-640x480.jpg, 21591, 8, 55.9051036835, 43.6370372772, 1669.6369648, 131.682157516, 120.936870575
50-image0382-640x480.jpg, 20905, 8, 55.8390617371, 37.5108718872, 1666.43095016, 131.493091583, 117.919921875
50-image0383-640x480.jpg, 22089, 8, 55.732011795, 36.777973175, 1654.92391586, 132.216930389, 122.224092484
50-image0384-640x480.jpg, 22024, 8, 55.8619499207, 37.5890731812, 1632.92002678, 131.70003891, 140.626907349
50-image0385-640x480.jpg, 21429, 8, 57.2860240936, 36.9498729706, 1669.37494278, 131.62112236, 119.09198761
50-image0386-640x480.jpg, 21795, 8, 55.615901947, 37.4279022217, 1728.95598412, 134.340047836, 120.545864105
50-image0387-640x480.jpg, 22004, 8, 55.7579994202, 36.8890762329, 1806.53214455, 170.810937881, 117.042064667
50-image0388-640x480.jpg, 22288, 8, 55.9980869293, 37.7538204193, 2166.61882401, 322.426080704, 238.148927689
50-image0389-640x480.jpg, 22046, 8, 115.197181702, 66.3940906525, 2953.76300812, 133.599042892, 121.006965637
50-image0390-640x480.jpg, 21954, 8, 56.0150146484, 37.4739170074, 1715.51895142, 136.133909225, 116.13202095
50-image0391-640x480.jpg, 22285, 8, 56.184053421, 37.90807724, 2850.63910484, 274.750947952, 232.661008835
50-image0392-640x480.jpg, 22127, 8, 118.104934692, 67.6290988922, 1802.63996124, 132.159948349, 122.059822083
50-image0393-640x480.jpg, 21941, 8, 56.2059879303, 55.9310913086, 1631.89911842, 131.900072098, 116.891860962
50-image0394-640x480.jpg, 21808, 8, 55.6988716125, 37.5530719757, 1626.26314163, 132.381916046, 117.259979248
50-image0395-640x480.jpg, 22253, 8, 56.1878681183, 36.4410877228, 1648.59890938, 132.466077805, 121.8791008
50-image0396-640x480.jpg, 22044, 8, 56.5299987793, 46.3309288025, 1686.81406975, 131.935119629, 116.263866425
50-image0397-640x480.jpg, 21337, 8, 57.1649074554, 36.826133728, 1663.19894791, 131.639957428, 119.664907455
50-image0398-640x480.jpg, 21635, 8, 56.6308498383, 37.4441146851, 1853.16491127, 131.268978119, 121.214151382
50-image0399-640x480.jpg, 22050, 8, 55.6199550629, 36.6170406342, 1649.29699898, 132.142066956, 121.583938599
50-image0400-640x480.jpg, 22154, 8, 56.5760135651, 39.6699905396, 1898.5440731, 132.29393959, 118.659973145
50-image0401-640x480.jpg, 20857, 8, 56.4820766449, 36.5319252014, 2146.87514305, 320.992946625, 225.569963455
50-image0402-640x480.jpg, 21411, 8, 116.771936417, 77.938079834, 2608.28518867, 131.666183472, 120.162963867
50-image0403-640x480.jpg, 22006, 8, 55.8760166168, 36.4780426025, 1646.54302597, 133.675098419, 117.089033127
50-image0404-640x480.jpg, 21907, 8, 55.6728839874, 37.7008914948, 1667.66190529, 151.2799263, 116.431951523
50-image0405-640x480.jpg, 21662, 8, 55.8950901031, 36.4871025085, 1669.49915886, 131.582975388, 116.300106049
50-image0406-640x480.jpg, 21197, 8, 58.0399036407, 37.6560688019, 1770.17712593, 131.349086761, 135.88809967
50-image0407-640x480.jpg, 21829, 8, 116.100072861, 102.881908417, 1801.70106888, 149.110078812, 119.956970215
50-image0408-640x480.jpg, 22121, 8, 55.5729866028, 46.6389656067, 1678.2169342, 132.041931152, 118.024110794
50-image0409-640x480.jpg, 21441, 8, 55.9899806976, 36.848783493, 1665.95506668, 131.26707077, 116.991043091
50-image0410-640x480.jpg, 21121, 8, 55.6252002716, 37.5277996063, 1698.79102707, 134.490966797, 120.362997055
50-image0411-640x480.jpg, 21699, 8, 55.7799339294, 36.4239215851, 1668.21599007, 132.086038589, 119.457006454
50-image0412-640x480.jpg, 22047, 8, 57.7528476715, 37.8701686859, 1663.78498077, 131.885051727, 129.153966904
50-image0413-640x480.jpg, 21080, 8, 59.7031116486, 38.5479927063, 1724.60699081, 131.819963455, 118.233203888
50-image0414-640x480.jpg, 21712, 8, 57.0061206818, 37.4360084534, 1653.76210213, 131.603956223, 116.961956024
50-image0415-640x480.jpg, 21895, 8, 55.6530952454, 39.2160415649, 1656.25095367, 133.551120758, 115.679979324
50-image0416-640x480.jpg, 21747, 8, 57.1660995483, 37.4159812927, 1701.66420937, 131.665945053, 117.86699295
50-image0417-640x480.jpg, 21376, 8, 55.7639598846, 36.5850925446, 1827.24094391, 131.930828094, 121.027946472
50-image0418-640x480.jpg, 21323, 8, 55.6280612946, 37.5919342041, 1654.0222168, 131.612062454, 120.689153671
50-image0419-640x480.jpg, 21884, 8, 56.4420223236, 36.39793396, 1659.84392166, 131.85095787, 124.320983887
50-image0420-640x480.jpg, 21969, 8, 55.6659698486, 37.682056427, 1642.2150135, 131.82592392, 121.393203735
50-image0421-640x480.jpg, 21520, 8, 57.6419830322, 36.7081165314, 1674.86190796, 131.597995758, 120.617866516
50-image0422-640x480.jpg, 21158, 8, 55.6449890137, 37.6040935516, 1668.80011559, 132.848024368, 121.251106262
50-image0423-640x480.jpg, 21809, 8, 55.6490421295, 36.5011692047, 1645.08986473, 131.495952606, 120.114088058
50-image0424-640x480.jpg, 21708, 8, 56.1361312866, 37.4341011047, 1647.61590958, 131.77895546, 117.109060287
50-image0425-640x480.jpg, 21407, 8, 55.9911727905, 36.8490219116, 1673.56801033, 131.683111191, 114.824056625
50-image0426-640x480.jpg, 21168, 8, 55.783033371, 37.6088619232, 1648.0679512, 131.65807724, 115.891933441
50-image0427-640x480.jpg, 21736, 8, 58.5498809814, 59.7620010376, 1690.32883644, 134.807109833, 120.144844055
50-image0428-640x480.jpg, 21826, 8, 55.4919242859, 67.7528381348, 3388.87786865, 275.773048401, 234.266996384
50-image0429-640x480.jpg, 21689, 8, 116.078138351, 66.7510032654, 3419.09122467, 284.525871277, 239.056110382
50-image0430-640x480.jpg, 21002, 8, 118.417978287, 78.1569480896, 3437.99901009, 283.183097839, 804.469823837
50-image0431-640x480.jpg, 21328, 8, 107.573986053, 83.5120677948, 1700.1311779, 131.756067276, 116.368055344
50-image0432-640x480.jpg, 21639, 8, 57.7771663666, 37.6479625702, 1669.53015327, 131.717920303, 116.245031357
50-image0433-640x480.jpg, 21416, 8, 55.4869174957, 36.612033844, 1640.88010788, 131.608963013, 118.954896927
50-image0434-640x480.jpg, 21070, 8, 55.6738376617, 37.3778343201, 1645.79200745, 131.110191345, 118.682861328
50-image0435-640x480.jpg, 21025, 8, 55.6771755219, 37.7061367035, 1651.05295181, 131.30402565, 120.108127594
50-image0436-640x480.jpg, 21511, 8, 55.5679798126, 37.4529361725, 1644.81902122, 132.761955261, 119.88401413
50-image0437-640x480.jpg, 21715, 8, 55.7720661163, 36.5030765533, 1654.14690971, 133.571863174, 119.179964066
50-image0438-640x480.jpg, 21426, 8, 56.125164032, 37.3909473419, 1712.07690239, 132.10105896, 118.691921234
50-image0439-640x480.jpg, 21930, 8, 55.9511184692, 36.9448661804, 1690.85693359, 131.747961044, 119.58694458
50-image0440-640x480.jpg, 22130, 8, 56.1699867249, 65.465927124, 1742.23279953, 132.436037064, 117.327928543
50-image0441-640x480.jpg, 21140, 8, 57.6679706573, 36.731004715, 3091.53699875, 273.969888687, 232.623100281
50-image0442-640x480.jpg, 21241, 8, 106.092214584, 67.9960250854, 3454.12302017, 276.517152786, 223.868131638
50-image0443-640x480.jpg, 21941, 8, 124.658107758, 77.1360397339, 3319.44608688, 275.096893311, 232.599020004
50-image0444-640x480.jpg, 21879, 8, 149.296045303, 57.8458309174, 2074.89395142, 131.537914276, 120.709896088
50-image0445-640x480.jpg, 21068, 8, 55.6139945984, 36.6230010986, 1834.77187157, 133.569955826, 117.358922958
50-image0446-640x480.jpg, 21694, 8, 56.4951896667, 46.3540554047, 1659.99603271, 197.245121002, 112.732172012
50-image0447-640x480.jpg, 22216, 8, 58.0818653107, 36.8139743805, 1649.36208725, 132.005929947, 120.42093277
50-image0448-640x480.jpg, 22242, 8, 55.6461811066, 37.4939441681, 1726.54700279, 132.434844971, 117.851018906
50-image0449-640x480.jpg, 20973, 8, 55.2911758423, 36.4880561829, 1711.80105209, 131.531000137, 114.726066589
50-image0450-640x480.jpg, 21674, 8, 55.5560588837, 37.4488830566, 1658.94317627, 131.618976593, 117.920160294
50-image0451-640x480.jpg, 22160, 8, 57.6908588409, 36.7090702057, 1699.68104362, 132.601976395, 114.542961121
50-image0452-640x480.jpg, 21942, 8, 55.7680130005, 37.700176239, 1728.94096375, 137.221813202, 118.628025055
50-image0453-640x480.jpg, 21828, 8, 55.7420253754, 36.8978977203, 1650.33221245, 131.719827652, 117.188930511
50-image0454-640x480.jpg, 21093, 8, 58.3410263062, 67.9249763489, 1678.4389019, 131.521940231, 118.654966354
50-image0455-640x480.jpg, 21288, 8, 55.8099746704, 36.4789962769, 1707.83400536, 131.411075592, 116.295099258
50-image0456-640x480.jpg, 22090, 8, 55.6080341339, 37.9540920258, 1649.56307411, 132.501840591, 169.25406456
50-image0457-640x480.jpg, 21590, 8, 57.3630332947, 45.618057251, 1685.70899963, 131.933927536, 120.579004288
50-image0458-640x480.jpg, 21822, 8, 55.801153183, 37.978887558, 1682.64698982, 133.239984512, 118.2949543
50-image0459-640x480.jpg, 22156, 8, 57.4550628662, 38.8429164886, 1670.44496536, 177.81496048, 120.486021042
50-image0460-640x480.jpg, 22232, 8, 57.8389167786, 37.2090339661, 1691.09606743, 131.942033768, 117.24114418
50-image0461-640x480.jpg, 21243, 8, 57.765007019, 36.7720127106, 1675.39596558, 133.635997772, 116.171121597
50-image0462-640x480.jpg, 21725, 8, 57.8799247742, 37.5959873199, 1829.40816879, 131.587982178, 117.22779274
50-image0463-640x480.jpg, 22027, 8, 57.1019649506, 36.5099906921, 1661.53907776, 132.285118103, 125.019073486
50-image0464-640x480.jpg, 21946, 8, 55.7498931885, 37.4548435211, 1661.27800941, 133.473157883, 151.062011719
50-image0465-640x480.jpg, 21787, 8, 55.4490089417, 36.8149280548, 1651.08323097, 131.805896759, 119.26484108
50-image0466-640x480.jpg, 21503, 8, 56.1099052429, 37.6551151276, 1649.54710007, 131.758928299, 118.151187897
50-image0467-640x480.jpg, 22029, 8, 55.8769702911, 37.0080471039, 1685.30702591, 131.896972656, 118.002891541
50-image0468-640x480.jpg, 22028, 8, 56.0381412506, 47.513961792, 1676.99599266, 131.750106812, 117.588043213
50-image0469-640x480.jpg, 21454, 8, 55.704832077, 36.4599227905, 1670.74894905, 131.689071655, 116.62197113
50-image0470-640x480.jpg, 21763, 8, 55.7250976562, 37.369966507, 1704.23984528, 131.772994995, 113.653182983
