filename, fileSize [kb], RoIs, capture [ms], faceDetect [ms], convert[ms], encryption [ms], writeToDisk
../../testImages/100quality/100-image0855-640x480.jpg, 242239, 8, 40.3779, 258.127, 138.525, 48.4535, 3.26883
../../testImages/100quality/100-image0856-640x480.jpg, 246595, 8, 41.3129, 213.761, 139.701, 49.1035, 3.26483
../../testImages/100quality/100-image0857-640x480.jpg, 246592, 8, 49.0715, 212.979, 139.939, 50.0834, 3.27083
../../testImages/100quality/100-image0858-640x480.jpg, 240701, 8, 40.0689, 265.635, 139.61, 50.9704, 3.28083
../../testImages/100quality/100-image0859-640x480.jpg, 247969, 8, 39.546, 213.118, 139.634, 50.6384, 3.72881
../../testImages/100quality/100-image0860-640x480.jpg, 248286, 8, 39.193, 213.249, 139.395, 49.6524, 12.9543
../../testImages/100quality/100-image0861-640x480.jpg, 246930, 8, 40.3909, 355.994, 152.119, 93.7222, 3.72381
../../testImages/100quality/100-image0862-640x480.jpg, 248200, 8, 39.3, 243.833, 139.297, 51.9523, 3.20983
../../testImages/100quality/100-image0863-640x480.jpg, 251864, 8, 39.294, 210.683, 140.143, 52.8453, 3.28183
../../testImages/100quality/100-image0864-640x480.jpg, 250834, 8, 45.9276, 212.011, 139.716, 51.9143, 3.7858
../../testImages/100quality/100-image0865-640x480.jpg, 247270, 8, 39.8559, 265.261, 147.4, 50.1854, 3.67181
../../testImages/100quality/100-image0866-640x480.jpg, 248518, 8, 39.326, 213.882, 139.565, 49.6404, 3.27383
../../testImages/100quality/100-image0867-640x480.jpg, 253569, 8, 40.6539, 254.387, 140.383, 52.4003, 3.30783
../../testImages/100quality/100-image0868-640x480.jpg, 251942, 8, 40.0549, 308.433, 148.742, 50.3394, 3.28983
../../testImages/100quality/100-image0869-640x480.jpg, 248084, 9, 42.1718, 245.252, 139.77, 54.9202, 3.43782
../../testImages/100quality/100-image0870-640x480.jpg, 248179, 9, 40.9359, 215.303, 139.455, 58.317, 3.43682
../../testImages/100quality/100-image0871-640x480.jpg, 252053, 8, 48.5425, 213.892, 140.373, 51.2394, 3.28883
../../testImages/100quality/100-image0872-640x480.jpg, 253141, 8, 40.3979, 265.555, 140.026, 52.6673, 3.38483
../../testImages/100quality/100-image0873-640x480.jpg, 244054, 8, 40.1789, 211.828, 139.205, 49.7664, 3.8428
../../testImages/100quality/100-image0874-640x480.jpg, 246397, 8, 39.244, 212.818, 138.896, 49.2395, 3.24883
../../testImages/100quality/100-image0875-640x480.jpg, 244556, 8, 39.433, 264.019, 161.611, 49.1245, 3.54082
../../testImages/100quality/100-image0876-640x480.jpg, 249327, 8, 39.093, 249.211, 139.398, 49.7284, 3.29483
../../testImages/100quality/100-image0877-640x480.jpg, 246639, 9, 41.3589, 213.387, 139.101, 53.9312, 3.24483
../../testImages/100quality/100-image0878-640x480.jpg, 247654, 8, 46.6166, 213.185, 139.421, 49.3155, 3.29483
../../testImages/100quality/100-image0879-640x480.jpg, 251368, 8, 41.6858, 264.929, 162.267, 49.9794, 3.17284
../../testImages/100quality/100-image0880-640x480.jpg, 251856, 8, 41.3559, 211.53, 139.827, 51.1094, 3.33083
../../testImages/100quality/100-image0881-640x480.jpg, 248633, 8, 40.7549, 264.564, 141.101, 50.5554, 3.70781
../../testImages/100quality/100-image0882-640x480.jpg, 249015, 8, 39.131, 263.8, 178.164, 49.1975, 3.20283
../../testImages/100quality/100-image0883-640x480.jpg, 252387, 8, 40.7219, 249.328, 139.888, 49.9754, 3.23183
../../testImages/100quality/100-image0884-640x480.jpg, 252435, 8, 41.3379, 218.931, 139.56, 50.0064, 3.29983
../../testImages/100quality/100-image0885-640x480.jpg, 249258, 8, 48.6925, 211.501, 139.639, 49.5724, 3.28983
../../testImages/100quality/100-image0886-640x480.jpg, 247936, 8, 40.5069, 262.98, 155.183, 50.1854, 3.40083
../../testImages/100quality/100-image0887-640x480.jpg, 251884, 8, 44.9207, 209.138, 139.376, 52.6023, 5.71071
../../testImages/100quality/100-image0888-640x480.jpg, 251638, 8, 39.066, 210.285, 139.513, 51.9373, 3.60481
../../testImages/100quality/100-image0889-640x480.jpg, 247866, 8, 40.1509, 248.885, 139.19, 49.3065, 176.679
../../testImages/100quality/100-image0890-640x480.jpg, 248774, 8, 71.1773, 245.906, 140.214, 50.2344, 3.21883
../../testImages/100quality/100-image0891-640x480.jpg, 253534, 8, 44.8027, 208.953, 139.84, 53.0113, 3.31183
../../testImages/100quality/100-image0892-640x480.jpg, 251959, 8, 38.955, 209.293, 139.729, 52.8743, 3.16984
../../testImages/100quality/100-image0893-640x480.jpg, 248176, 8, 39.9719, 248.424, 138.997, 49.2325, 3.22483
../../testImages/100quality/100-image0894-640x480.jpg, 248389, 8, 39.423, 255.768, 138.974, 49.4484, 3.33383
../../testImages/100quality/100-image0895-640x480.jpg, 252765, 8, 41.8858, 209.512, 141.853, 52.2313, 113.798
../../testImages/100quality/100-image0896-640x480.jpg, 252205, 8, 70.5444, 264.46, 176.86, 58.629, 3.70781
../../testImages/100quality/100-image0897-640x480.jpg, 248807, 8, 40.0979, 263.292, 166.51, 50.8304, 3.7998
../../testImages/100quality/100-image0898-640x480.jpg, 249464, 8, 39.24, 209.539, 138.974, 52.0563, 3.38282
../../testImages/100quality/100-image0899-640x480.jpg, 252119, 8, 43.9707, 211.581, 139.573, 50.1534, 3.68381
../../testImages/100quality/100-image0900-640x480.jpg, 254008, 8, 39.04, 227.47, 139.714, 52.9843, 252.321
../../testImages/100quality/100-image0901-640x480.jpg, 248390, 8, 62.7178, 263.611, 179.671, 54.3562, 3.20683
../../testImages/100quality/100-image0902-640x480.jpg, 247704, 8, 41.4389, 262.805, 170.501, 49.0665, 3.35783
../../testImages/100quality/100-image0903-640x480.jpg, 251645, 8, 41.5579, 212.263, 139.277, 50.3474, 3.47782
../../testImages/100quality/100-image0904-640x480.jpg, 251316, 8, 41.4079, 210.719, 140.194, 50.3654, 3.32783
../../testImages/100quality/100-image0905-640x480.jpg, 248543, 8, 41.9848, 264.656, 176.927, 63.9187, 268.758
../../testImages/100quality/100-image0906-640x480.jpg, 248865, 8, 65.6966, 256.73, 138.786, 49.5244, 3.38782
../../testImages/100quality/100-image0907-640x480.jpg, 251513, 8, 41.6489, 245.702, 139.523, 52.8593, 3.24183
../../testImages/100quality/100-image0908-640x480.jpg, 252049, 8, 38.992, 208.494, 139.298, 53.1693, 3.27883
../../testImages/100quality/100-image0909-640x480.jpg, 248269, 8, 46.7416, 210.187, 139.389, 50.9414, 3.8198
../../testImages/100quality/100-image0910-640x480.jpg, 253297, 8, 39.167, 263.196, 149.429, 50.0614, 3.67281
../../testImages/100quality/100-image0911-640x480.jpg, 262747, 8, 39.277, 262.528, 221.758, 54.1682, 89.5144
../../testImages/100quality/100-image0912-640x480.jpg, 258135, 8, 69.6224, 262.947, 177.001, 58.93, 3.38883
../../testImages/100quality/100-image0913-640x480.jpg, 253411, 8, 39.8799, 263.065, 153.795, 50.0934, 3.38583
../../testImages/100quality/100-image0914-640x480.jpg, 253391, 8, 40.9309, 211.476, 139.805, 50.2644, 3.43282
../../testImages/100quality/100-image0915-640x480.jpg, 255683, 8, 41.7468, 213.981, 139.909, 50.8804, 3.33083
../../testImages/100quality/100-image0916-640x480.jpg, 269928, 8, 41.4689, 263.447, 150.159, 55.9381, 3.54282
../../testImages/100quality/100-image0917-640x480.jpg, 253593, 8, 42.0188, 212.344, 140.3, 51.0654, 96.993
../../testImages/100quality/100-image0918-640x480.jpg, 251903, 8, 71.3893, 257.066, 139.375, 50.4234, 3.8208
../../testImages/100quality/100-image0919-640x480.jpg, 256566, 8, 43.0698, 213.722, 140.03, 50.8034, 3.54282
../../testImages/100quality/100-image0920-640x480.jpg, 256268, 8, 40.0169, 212.194, 139.705, 50.9254, 3.33983
../../testImages/100quality/100-image0921-640x480.jpg, 251199, 8, 40.7019, 256.118, 139.803, 50.2694, 3.26883
../../testImages/100quality/100-image0922-640x480.jpg, 254738, 8, 40.2529, 263.017, 139.897, 52.2853, 265.971
../../testImages/100quality/100-image0923-640x480.jpg, 264747, 9, 66.2796, 263.911, 149.858, 60.3489, 3.38583
../../testImages/100quality/100-image0924-640x480.jpg, 261933, 8, 39.082, 256.468, 140.379, 53.3642, 3.8198
../../testImages/100quality/100-image0925-640x480.jpg, 252843, 8, 40.0369, 210.868, 139.37, 52.1353, 3.59581
../../testImages/100quality/100-image0926-640x480.jpg, 254299, 8, 39.046, 210.054, 139.764, 51.6053, 3.68881
../../testImages/100quality/100-image0927-640x480.jpg, 255502, 8, 39.278, 263.332, 146.316, 52.8153, 3.72481
../../testImages/100quality/100-image0928-640x480.jpg, 255271, 8, 39.035, 247.936, 140.069, 50.2774, 250.068
../../testImages/100quality/100-image0929-640x480.jpg, 256176, 8, 71.6253, 264.623, 140.255, 52.8313, 3.21483
../../testImages/100quality/100-image0930-640x480.jpg, 261195, 8, 38.99, 243.336, 140.513, 51.0154, 3.21283
../../testImages/100quality/100-image0931-640x480.jpg, 266379, 8, 41.0449, 211.633, 141.016, 52.6793, 3.38183
../../testImages/100quality/100-image0932-640x480.jpg, 261465, 8, 46.6886, 217.266, 140.801, 52.3293, 3.48782
../../testImages/100quality/100-image0933-640x480.jpg, 255181, 8, 40.9729, 254.639, 139.215, 52.7683, 5.7817
../../testImages/100quality/100-image0934-640x480.jpg, 258320, 8, 39.368, 258.701, 139.587, 50.1624, 3.25583
../../testImages/100quality/100-image0935-640x480.jpg, 267359, 8, 40.5929, 265.235, 140.898, 52.4963, 3.35083
../../testImages/100quality/100-image0936-640x480.jpg, 276333, 8, 39.355, 212.424, 174.635, 59.1249, 3.57382
../../testImages/100quality/100-image0937-640x480.jpg, 258446, 8, 39.8689, 210.218, 140.098, 52.6723, 3.69881
../../testImages/100quality/100-image0938-640x480.jpg, 257455, 8, 39.02, 259.897, 139.677, 50.3414, 3.46382
../../testImages/100quality/100-image0939-640x480.jpg, 261067, 8, 39.503, 242.557, 139.781, 54.0472, 3.31483
../../testImages/100quality/100-image0940-640x480.jpg, 274910, 8, 39.001, 347.806, 203.641, 55.8531, 3.72681
../../testImages/100quality/100-image0941-640x480.jpg, 258746, 8, 40.0779, 246.655, 179.281, 53.1213, 3.19083
../../testImages/100quality/100-image0942-640x480.jpg, 256907, 8, 40.5289, 215.338, 139.532, 50.1944, 3.31483
../../testImages/100quality/100-image0943-640x480.jpg, 261201, 8, 40.0109, 213.575, 139.862, 51.3973, 3.33383
../../testImages/100quality/100-image0944-640x480.jpg, 260922, 8, 40.3159, 249.333, 139.945, 51.0684, 3.31183
../../testImages/100quality/100-image0945-640x480.jpg, 255310, 8, 42.4098, 210.626, 140.223, 51.6353, 3.36583
../../testImages/100quality/100-image0946-640x480.jpg, 254475, 8, 40.1319, 265.469, 178.917, 65.3056, 171.919
../../testImages/100quality/100-image0947-640x480.jpg, 273928, 8, 68.3115, 264.32, 181.723, 64.2577, 3.97179
../../testImages/100quality/100-image0948-640x480.jpg, 268597, 8, 39.147, 254.495, 140.94, 52.6823, 3.40183
../../testImages/100quality/100-image0949-640x480.jpg, 256069, 8, 40.2509, 225.652, 146.354, 51.9743, 3.55882
../../testImages/100quality/100-image0950-640x480.jpg, 255106, 8, 45.9616, 213.197, 139.313, 49.8604, 3.29983
../../testImages/100quality/100-image0951-640x480.jpg, 258093, 8, 39.343, 266.149, 155.658, 50.6524, 3.59781
../../testImages/100quality/100-image0952-640x480.jpg, 258421, 8, 80.0469, 226.896, 139.734, 50.4334, 3.76381
../../testImages/100quality/100-image0953-640x480.jpg, 208386, 8, 40.1069, 266.96, 169.391, 43.6887, 3.15884
../../testImages/100quality/100-image0954-640x480.jpg, 217293, 8, 40.1939, 214.725, 137.496, 45.0377, 3.12384
../../testImages/100quality/100-image0955-640x480.jpg, 221335, 8, 48.0725, 212.713, 138.522, 47.8205, 3.13684
../../testImages/100quality/100-image0956-640x480.jpg, 226103, 8, 40.1529, 255.642, 138.604, 48.3765, 3.77681
../../testImages/100quality/100-image0957-640x480.jpg, 227562, 8, 40.0039, 277.207, 161.525, 47.1886, 3.36183
../../testImages/100quality/100-image0958-640x480.jpg, 230194, 8, 41.3599, 266.705, 155.788, 48.4835, 3.22483
../../testImages/100quality/100-image0959-640x480.jpg, 234703, 8, 40.2899, 213.104, 139.414, 49.2125, 3.24283
../../testImages/100quality/100-image0960-640x480.jpg, 236337, 8, 39.9949, 210.195, 139.255, 51.1354, 3.25083
../../testImages/100quality/100-image0961-640x480.jpg, 234022, 8, 39.7389, 265.706, 156.821, 50.7654, 3.20583
../../testImages/100quality/100-image0962-640x480.jpg, 232768, 8, 39.546, 215.853, 137.946, 47.6225, 3.64481
../../testImages/100quality/100-image0963-640x480.jpg, 241784, 8, 39.308, 267.135, 176.282, 59.5309, 173.681
../../testImages/100quality/100-image0964-640x480.jpg, 241822, 8, 69.1514, 267.58, 177.773, 50.3074, 3.24983
../../testImages/100quality/100-image0965-640x480.jpg, 240793, 8, 40.8849, 252.74, 139.172, 51.5283, 3.20384
../../testImages/100quality/100-image0966-640x480.jpg, 241483, 8, 39.061, 211.559, 139.477, 51.7643, 3.27183
../../testImages/100quality/100-image0967-640x480.jpg, 247388, 8, 45.7306, 219.898, 139.825, 53.4182, 3.44982
../../testImages/100quality/100-image0968-640x480.jpg, 248800, 8, 39.051, 264.139, 142.726, 52.0883, 3.71581
../../testImages/100quality/100-image0969-640x480.jpg, 256219, 8, 39.7729, 213.158, 140.356, 51.6423, 121.765
../../testImages/100quality/100-image0970-640x480.jpg, 254496, 8, 80.0089, 266.04, 167.013, 52.7923, 3.8328
../../testImages/100quality/100-image0971-640x480.jpg, 257513, 8, 45.1197, 221.107, 140.251, 51.6973, 3.8438
../../testImages/100quality/100-image0972-640x480.jpg, 257311, 8, 39.035, 213.153, 140.383, 52.2403, 3.9438
../../testImages/100quality/100-image0973-640x480.jpg, 257369, 8, 40.2199, 264.802, 165.053, 50.9904, 3.32683
../../testImages/100quality/100-image0974-640x480.jpg, 261797, 8, 41.5869, 239.957, 141.926, 51.9343, 116.523
../../testImages/100quality/100-image0975-640x480.jpg, 260019, 8, 71.6583, 211.216, 140.678, 51.9833, 3.28283
../../testImages/100quality/100-image0976-640x480.jpg, 258684, 8, 39.8969, 263.568, 175.86, 51.3723, 3.31683
../../testImages/100quality/100-image0977-640x480.jpg, 253757, 8, 40.5829, 213.008, 139.748, 50.4944, 3.31983
../../testImages/100quality/100-image0978-640x480.jpg, 253956, 8, 39.696, 212.397, 139.896, 50.8074, 3.29883
../../testImages/100quality/100-image0979-640x480.jpg, 256672, 8, 40.2789, 264.591, 177.703, 55.2691, 3.40882
../../testImages/100quality/100-image0980-640x480.jpg, 256568, 8, 39.125, 260.907, 140.015, 51.2344, 187.605
../../testImages/100quality/100-image0981-640x480.jpg, 253106, 8, 77.611, 265.131, 140.227, 50.2994, 3.27683
../../testImages/100quality/100-image0982-640x480.jpg, 255289, 8, 39.8419, 246.233, 140.298, 50.8904, 3.40582
../../testImages/100quality/100-image0983-640x480.jpg, 257520, 8, 41.6009, 212.665, 140.171, 51.3434, 3.26683
../../testImages/100quality/100-image0984-640x480.jpg, 258112, 8, 46.8416, 221.045, 140.499, 51.2394, 3.35383
../../testImages/100quality/100-image0985-640x480.jpg, 252624, 8, 42.3368, 260.844, 140.212, 51.7993, 3.26783
../../testImages/100quality/100-image0986-640x480.jpg, 252182, 8, 39.8569, 217.485, 186.638, 57.0191, 3.38382
../../testImages/100quality/100-image0987-640x480.jpg, 257275, 8, 41.6828, 264.451, 140.045, 50.9904, 3.40183
../../testImages/100quality/100-image0988-640x480.jpg, 272830, 8, 39.7619, 213.787, 143.18, 57.853, 4.16578
../../testImages/100quality/100-image0989-640x480.jpg, 257090, 8, 46.4676, 219.796, 140.154, 50.6304, 3.44782
../../testImages/100quality/100-image0990-640x480.jpg, 256824, 8, 39.274, 266.806, 152.812, 50.8114, 3.35383
../../testImages/100quality/100-image0991-640x480.jpg, 260542, 8, 39.482, 253.844, 140.971, 51.7383, 3.47582
../../testImages/100quality/100-image0992-640x480.jpg, 260296, 8, 41.3079, 266.618, 172.991, 103.581, 3.34883
../../testImages/100quality/100-image0993-640x480.jpg, 255452, 8, 39.8309, 211.024, 141.135, 52.0673, 3.24983
../../testImages/100quality/100-image0994-640x480.jpg, 255153, 8, 39.589, 265.165, 180.086, 51.5793, 3.41982
../../testImages/100quality/100-image0995-640x480.jpg, 257737, 8, 41.1959, 212.76, 140.031, 51.4513, 3.37783
../../testImages/100quality/100-image0996-640x480.jpg, 259377, 8, 40.2309, 212.244, 140.421, 51.6463, 3.29583
../../testImages/100quality/100-image0997-640x480.jpg, 256616, 8, 41.5819, 263.295, 175.173, 50.6174, 3.34083
../../testImages/100quality/100-image0998-640x480.jpg, 254729, 9, 39.375, 213.674, 139.824, 55.1472, 3.28883
../../testImages/100quality/100-image0999-640x480.jpg, 274899, 8, 42.0028, 210.889, 142.843, 56.7581, 175.755
../../testImages/100quality/100-image1000-640x480.jpg, 280745, 8, 76.2881, 241.716, 143.927, 58.332, 3.51782
../../testImages/100quality/100-image1001-640x480.jpg, 264545, 8, 46.8786, 210.429, 140.971, 53.2193, 3.33283
../../testImages/100quality/100-image1002-640x480.jpg, 263590, 8, 39.9499, 211.818, 140.976, 52.6383, 3.36083
../../testImages/100quality/100-image1003-640x480.jpg, 263784, 8, 40.1959, 246.874, 140.09, 51.3773, 6.04369
../../testImages/100quality/100-image1004-640x480.jpg, 263377, 8, 39.057, 245.337, 140.265, 51.2544, 3.40682
../../testImages/100quality/100-image1005-640x480.jpg, 257853, 8, 42.4148, 241.475, 164.19, 50.7044, 3.36783
../../testImages/100quality/100-image1006-640x480.jpg, 257887, 8, 39.9899, 244.323, 140.202, 51.4493, 3.34883
../../testImages/100quality/100-image1007-640x480.jpg, 261405, 8, 40.2539, 214.189, 140.418, 51.2614, 3.25783
../../testImages/100quality/100-image1008-640x480.jpg, 260635, 8, 46.9766, 210.737, 140.784, 53.2143, 3.38083
../../testImages/100quality/100-image1009-640x480.jpg, 266108, 8, 40.7949, 266.492, 140.735, 54.5752, 3.38682
../../testImages/100quality/100-image1010-640x480.jpg, 267095, 8, 38.95, 267.855, 175.172, 54.4972, 3.28783
../../testImages/100quality/100-image1011-640x480.jpg, 267737, 9, 40.1779, 267.694, 213.096, 125.485, 3.12684
../../testImages/100quality/100-image1012-640x480.jpg, 264871, 8, 39.025, 245.523, 140.859, 52.5233, 3.42482
../../testImages/100quality/100-image1013-640x480.jpg, 262104, 8, 41.4409, 228.423, 139.9, 53.8142, 3.25183
../../testImages/100quality/100-image1014-640x480.jpg, 267674, 8, 40.9499, 214.711, 140.729, 52.1173, 3.73181
../../testImages/100quality/100-image1015-640x480.jpg, 284510, 8, 41.1229, 256.133, 143.819, 59.2799, 3.73081
../../testImages/100quality/100-image1016-640x480.jpg, 274250, 8, 40.7989, 214.705, 141.815, 53.7312, 3.39682
../../testImages/100quality/100-image1017-640x480.jpg, 260538, 8, 42.0278, 268.756, 180.229, 52.8563, 334.36
../../testImages/100quality/100-image1018-640x480.jpg, 266559, 8, 77.086, 267.94, 166.198, 54.1442, 3.8548
../../testImages/100quality/100-image1019-640x480.jpg, 266271, 8, 39.132, 212.529, 140.506, 54.5472, 3.46082
../../testImages/100quality/100-image1020-640x480.jpg, 266514, 8, 38.984, 211.992, 140.478, 54.9932, 3.36483
../../testImages/100quality/100-image1021-640x480.jpg, 258749, 8, 45.6956, 214.561, 140.151, 53.4152, 3.41482
../../testImages/100quality/100-image1022-640x480.jpg, 258214, 8, 39.191, 269.31, 177.381, 55.5511, 3.25883
../../testImages/100quality/100-image1023-640x480.jpg, 262005, 8, 39.627, 212.375, 140.173, 53.9132, 95.6111
../../testImages/100quality/100-image1024-640x480.jpg, 261496, 8, 66.2386, 266.876, 165.226, 53.1713, 3.8058
../../testImages/100quality/100-image1025-640x480.jpg, 259019, 8, 45.7156, 222.605, 140.261, 51.5163, 3.73981
../../testImages/100quality/100-image1026-640x480.jpg, 256808, 8, 38.91, 214.515, 139.917, 51.5373, 3.8738
../../testImages/100quality/100-image1027-640x480.jpg, 260302, 8, 39.324, 268.078, 154.278, 50.7894, 3.38083
../../testImages/100quality/100-image1028-640x480.jpg, 276141, 8, 40.0679, 268.768, 153.282, 56.7581, 113.96
../../testImages/100quality/100-image1029-640x480.jpg, 261870, 8, 67.3295, 246.736, 140.164, 51.5303, 3.8398
../../testImages/100quality/100-image1030-640x480.jpg, 263783, 8, 39.039, 248.294, 139.855, 51.4913, 3.48982
../../testImages/100quality/100-image1031-640x480.jpg, 270657, 8, 41.4809, 214.343, 141.51, 52.9523, 3.49482
../../testImages/100quality/100-image1032-640x480.jpg, 259447, 8, 40.1359, 213.811, 139.413, 49.9984, 3.19483
../../testImages/100quality/100-image1033-640x480.jpg, 249751, 8, 41.3509, 252.256, 138.801, 48.0285, 3.19483
../../testImages/100quality/100-image1034-640x480.jpg, 251739, 8, 41.4539, 265.889, 166.132, 49.0615, 167.778
../../testImages/100quality/100-image1035-640x480.jpg, 262989, 8, 70.5794, 264.886, 156.564, 50.8354, 3.65581
../../testImages/100quality/100-image1036-640x480.jpg, 258166, 8, 39.057, 243.217, 139.529, 49.6184, 3.14784
../../testImages/100quality/100-image1037-640x480.jpg, 251571, 8, 41.1499, 212.765, 138.711, 47.9755, 3.22883
../../testImages/100quality/100-image1038-640x480.jpg, 251807, 8, 47.1486, 212.192, 138.928, 47.9595, 3.30783
../../testImages/100quality/100-image1039-640x480.jpg, 257454, 8, 41.5239, 260.783, 139.916, 51.0014, 3.18284
../../testImages/100quality/100-image1040-640x480.jpg, 257038, 8, 39.7389, 211.78, 139.605, 51.8593, 105.807
../../testImages/100quality/100-image1041-640x480.jpg, 259233, 8, 64.6807, 245.748, 139.097, 49.9064, 3.19684
../../testImages/100quality/100-image1042-640x480.jpg, 256074, 8, 48.0845, 212.896, 140.729, 49.8464, 3.33783
../../testImages/100quality/100-image1043-640x480.jpg, 257711, 8, 40.3349, 220.779, 139.635, 49.3125, 7.52961
../../testImages/100quality/100-image1044-640x480.jpg, 272690, 8, 41.5339, 246.989, 141.206, 55.2671, 3.8038
../../testImages/100quality/100-image1045-640x480.jpg, 262159, 8, 39.8059, 249.815, 139.245, 49.3944, 170.997
../../testImages/100quality/100-image1046-640x480.jpg, 263605, 8, 67.1325, 266.213, 146.67, 50.5204, 3.22583
../../testImages/100quality/100-image1047-640x480.jpg, 261675, 8, 40.3699, 260.054, 139.509, 50.2764, 3.22583
../../testImages/100quality/100-image1048-640x480.jpg, 259618, 8, 41.1939, 213.817, 139.858, 49.6304, 3.25783
../../testImages/100quality/100-image1049-640x480.jpg, 255880, 8, 42.1158, 210.756, 139.885, 49.9274, 3.15684
../../testImages/100quality/100-image1050-640x480.jpg, 255378, 8, 39.8159, 263.966, 148.648, 48.5435, 3.26783
../../testImages/100quality/100-image1051-640x480.jpg, 254379, 8, 41.2839, 217.563, 139.817, 49.2975, 342.151
../../testImages/100quality/100-image1052-640x480.jpg, 254912, 8, 68.0895, 254.493, 139.459, 48.9335, 3.17883
../../testImages/100quality/100-image1053-640x480.jpg, 252500, 8, 41.7858, 209.035, 139.075, 48.3995, 5.52471
../../testImages/100quality/100-image1054-640x480.jpg, 252305, 8, 41.6568, 209.025, 138.997, 48.3335, 3.20484
../../testImages/100quality/100-image1055-640x480.jpg, 252055, 8, 48.2985, 206.881, 139.365, 50.0664, 3.32783
../../testImages/100quality/100-image1056-640x480.jpg, 250920, 8, 40.1629, 259.901, 173.169, 49.3924, 3.21283
../../testImages/100quality/100-image1057-640x480.jpg, 255918, 8, 40.9999, 209.628, 148.933, 99.8698, 2.90585
../../testImages/100quality/100-image1058-640x480.jpg, 260917, 8, 41.3279, 264.334, 177.061, 53.8632, 3.37883
../../testImages/100quality/100-image1059-640x480.jpg, 271751, 8, 45.9256, 210.717, 141.183, 54.9632, 3.8908
../../testImages/100quality/100-image1060-640x480.jpg, 274099, 8, 39.189, 209.379, 141.243, 55.9381, 3.42082
../../testImages/100quality/100-image1061-640x480.jpg, 261313, 8, 39.8529, 265.171, 170.785, 50.1074, 3.45382
../../testImages/100quality/100-image1062-640x480.jpg, 262013, 8, 39.086, 266.25, 148.212, 50.1794, 3.24983
../../testImages/100quality/100-image1063-640x480.jpg, 273990, 8, 91.1393, 261.623, 142.352, 56.5441, 3.42082
../../testImages/100quality/100-image1064-640x480.jpg, 267637, 8, 41.2639, 251.584, 179.1, 52.7233, 3.33883
../../testImages/100quality/100-image1065-640x480.jpg, 257554, 9, 40.8309, 214.541, 139.942, 57.639, 3.28583
../../testImages/100quality/100-image1066-640x480.jpg, 260130, 8, 41.3679, 215.343, 139.96, 49.6024, 3.27283
../../testImages/100quality/100-image1067-640x480.jpg, 265274, 8, 41.3959, 268.772, 179.146, 55.5561, 172.23
../../testImages/100quality/100-image1068-640x480.jpg, 262945, 9, 68.9114, 252.418, 139.918, 58.901, 3.38483
../../testImages/100quality/100-image1069-640x480.jpg, 256261, 8, 39.9639, 254.402, 139.349, 48.9545, 3.24283
../../testImages/100quality/100-image1070-640x480.jpg, 254265, 8, 41.6209, 215.039, 139.35, 48.9425, 3.25483
../../testImages/100quality/100-image1071-640x480.jpg, 255764, 8, 48.2725, 211.638, 140.197, 49.8344, 3.25383
../../testImages/100quality/100-image1072-640x480.jpg, 254649, 8, 40.3499, 263.387, 179.608, 53.8082, 3.28883
../../testImages/100quality/100-image1073-640x480.jpg, 227334, 8, 41.9698, 249.352, 138.072, 47.1486, 174.017
../../testImages/100quality/100-image1074-640x480.jpg, 231411, 8, 72.1523, 262.678, 138.192, 47.0486, 3.40083
../../testImages/100quality/100-image1075-640x480.jpg, 234329, 8, 39.29, 261.032, 175.398, 50.2464, 3.73581
../../testImages/100quality/100-image1076-640x480.jpg, 236968, 8, 39.223, 209.03, 138.329, 49.4174, 3.71581
../../testImages/100quality/100-image1077-640x480.jpg, 247775, 8, 39.7969, 260.825, 143.743, 48.9585, 3.17784
../../testImages/100quality/100-image1078-640x480.jpg, 244339, 8, 41.2849, 245.489, 139.045, 50.4424, 126.924
../../testImages/100quality/100-image1079-640x480.jpg, 245693, 8, 66.7586, 205.634, 138.893, 50.8084, 3.30683
../../testImages/100quality/100-image1080-640x480.jpg, 259958, 8, 39.213, 237.393, 140.499, 54.1732, 3.40382
../../testImages/100quality/100-image1081-640x480.jpg, 253567, 8, 39.8809, 205.717, 139.547, 52.1303, 3.37083
../../testImages/100quality/100-image1082-640x480.jpg, 249659, 8, 42.7438, 210.276, 139.142, 50.4104, 3.7938
../../testImages/100quality/100-image1083-640x480.jpg, 250326, 8, 39.285, 258.329, 152.278, 49.6744, 3.28483
../../testImages/100quality/100-image1084-640x480.jpg, 246160, 8, 39.9059, 261.651, 218.224, 47.9375, 3.20784
../../testImages/100quality/100-image1085-640x480.jpg, 250900, 8, 42.1428, 261.404, 175.925, 97.9779, 3.24783
../../testImages/100quality/100-image1086-640x480.jpg, 246356, 8, 39.034, 207.797, 138.478, 51.0574, 3.11484
../../testImages/100quality/100-image1087-640x480.jpg, 249477, 8, 39.382, 260.774, 157.848, 51.1474, 3.29183
../../testImages/100quality/100-image1088-640x480.jpg, 250256, 8, 39.064, 258.388, 138.423, 49.3914, 3.8378
../../testImages/100quality/100-image1089-640x480.jpg, 249626, 8, 40.1209, 211.873, 138.919, 48.0235, 3.29383
../../testImages/100quality/100-image1090-640x480.jpg, 254172, 8, 40.5629, 239.716, 139.587, 51.1144, 336.738
../../testImages/100quality/100-image1091-640x480.jpg, 259109, 8, 66.3506, 262.954, 170.186, 49.9894, 3.27383
../../testImages/100quality/100-image1092-640x480.jpg, 259514, 8, 40.7439, 211.258, 139.742, 50.8364, 3.29383
